account number,name,sku,category,quantity,unit price,ext price,date,time,am_pm
296809,Carroll PLC,WJ-02096,Belt,9,61.39,552.51,7/15/2014 0:00,1:04:50,PM
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96,1440,10/21/2014 0:00,3:04:18,PM
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,7/26/2014 0:00,7:44:53,AM
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,5/24/2014 0:00,5:33:35,AM
659366,Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,1/13/2014 0:00,12:18:04,PM
995267,Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,6/17/2014 0:00,10:27:38,PM
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,4/3/2014 0:00,7:08:57,PM
98022,Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,8/25/2014 0:00,5:52:34,PM
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,7/9/2014 0:00,1:58:55,PM
850140,Kunze Inc,AS-93055,Shirt,3,68.9,206.7,9/13/2014 0:00,1:40:40,AM
995267,Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,5/23/2014 0:00,3:58:55,PM
93356,Waters-Walker,KV-99194,Shirt,11,83.22,915.42,1/3/2014 0:00,7:04:02,PM
750461,"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,2/8/2014 0:00,2:06:56,PM
659366,Waelchi-Fahey,QN-82852,Belt,7,41.7,291.9,1/14/2014 0:00,10:56:55,PM
524021,Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.2,2/11/2014 0:00,11:05:35,AM
201259,Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,9/12/2014 0:00,6:29:42,AM
115138,Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,3/6/2014 0:00,7:04:47,PM
995267,Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,2/28/2014 0:00,6:46:39,AM
711951,Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,5/28/2014 0:00,10:39:07,AM
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,1/10/2014 0:00,1:35:58,AM
995267,Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,1/27/2014 0:00,3:50:35,PM
750461,"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,3/14/2014 0:00,5:54:57,PM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,3/25/2014 0:00,3:08:27,PM
850140,Kunze Inc,QN-82852,Belt,10,45.33,453.3,10/23/2013 0:00,12:45:16,AM
296809,Carroll PLC,VG-32047,Shirt,18,30.34,546.12,6/21/2014 0:00,11:50:51,AM
995267,Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,4/11/2014 0:00,11:10:59,PM
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,4/15/2014 0:00,12:55:47,AM
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.2,11/20/2013 0:00,5:39:53,PM
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.1,2/21/2014 0:00,12:43:26,AM
850140,Kunze Inc,VG-32047,Shirt,13,28.29,367.77,5/14/2014 0:00,11:34:59,AM
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,4/13/2014 0:00,10:46:26,AM
304860,Huel-Haag,KV-99194,Shirt,7,32.91,230.37,3/21/2014 0:00,2:07:18,AM
201259,Koelpin PLC,WJ-02096,Belt,10,31.82,318.2,5/10/2014 0:00,12:48:18,PM
676847,Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,3/22/2014 0:00,12:45:00,AM
676847,Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,4/30/2014 0:00,1:50:54,PM
995267,Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,12/31/2013 0:00,9:37:47,AM
93356,Waters-Walker,KV-99194,Shirt,19,47.53,903.07,3/10/2014 0:00,4:34:16,PM
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,12/3/2013 0:00,12:28:55,PM
711951,Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.4,10/6/2014 0:00,11:33:32,PM
734922,Berge LLC,FK-71853,Shirt,17,49.12,835.04,2/24/2014 0:00,8:49:28,PM
676847,Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,2/4/2014 0:00,7:46:55,PM
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.7,932.1,7/8/2014 0:00,1:00:22,AM
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,11/12/2013 0:00,1:13:29,AM
304860,Huel-Haag,WJ-02096,Belt,20,58.52,1170.4,11/21/2013 0:00,6:37:52,PM
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,12/12/2013 0:00,12:31:40,AM
98022,Heidenreich-Bosco,GS-86623,Shoes,6,81.7,490.2,10/4/2014 0:00,4:06:25,PM
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,8/11/2014 0:00,4:47:07,PM
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,1/28/2014 0:00,6:58:01,PM
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.8,10/29/2013 0:00,5:00:22,PM
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,2/22/2014 0:00,12:09:48,AM
524021,Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,10/22/2013 0:00,1:54:50,PM
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,11/10/2013 0:00,6:24:28,AM
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,6/2/2014 0:00,2:24:05,PM
995267,Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,8/15/2014 0:00,4:36:37,AM
93356,Waters-Walker,KV-99194,Shirt,7,59.5,416.5,4/29/2014 0:00,12:04:58,PM
659366,Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,12/13/2013 0:00,3:04:13,PM
201259,Koelpin PLC,MJ-21460,Shoes,5,61.76,308.8,10/30/2013 0:00,4:16:24,AM
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,8/25/2014 0:00,5:45:04,AM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,1/21/2014 0:00,12:40:40,PM
296809,Carroll PLC,WJ-02096,Belt,8,55.69,445.52,1/2/2014 0:00,9:35:10,PM
304860,Huel-Haag,AS-93055,Shirt,13,72.75,945.75,11/2/2013 0:00,6:09:13,AM
304860,Huel-Haag,GS-86623,Shoes,20,71.91,1438.2,2/14/2014 0:00,2:11:56,AM
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,5/28/2014 0:00,12:51:31,AM
296809,Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,8/1/2014 0:00,1:54:15,PM
850140,Kunze Inc,FK-71853,Shirt,8,44.56,356.48,10/1/2014 0:00,1:21:06,PM
711951,Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,5/13/2014 0:00,3:41:20,AM
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,10/12/2014 0:00,12:33:27,PM
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.3,12/29/2013 0:00,6:05:11,AM
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,6/15/2014 0:00,11:49:22,PM
93356,Waters-Walker,GS-86623,Shoes,13,52.61,683.93,1/31/2014 0:00,10:14:51,AM
711951,Kilback-Gerlach,MJ-21460,Shoes,4,90.75,363,10/27/2013 0:00,10:03:05,PM
659366,Waelchi-Fahey,MJ-21460,Shoes,3,50.33,150.99,2/25/2014 0:00,5:11:55,AM
98022,Heidenreich-Bosco,VG-32047,Shirt,6,96.02,576.12,12/25/2013 0:00,6:02:41,PM
201259,Koelpin PLC,KV-99194,Shirt,14,66.37,929.18,11/5/2013 0:00,1:34:42,PM
676847,Hamill-Hackett,LL-46261,Shoes,3,59.85,179.55,10/26/2013 0:00,4:33:08,AM
524021,Hegmann and Sons,FK-71853,Shirt,2,66.63,133.26,12/7/2013 0:00,4:15:11,AM
734922,Berge LLC,AS-93055,Shirt,8,94.37,754.96,12/31/2013 0:00,1:14:11,AM
734922,Berge LLC,MJ-21460,Shoes,2,37.1,74.2,10/4/2014 0:00,6:30:12,PM
659366,Waelchi-Fahey,QN-82852,Belt,1,78.95,78.95,9/1/2014 0:00,4:34:57,AM
659366,Waelchi-Fahey,FK-71853,Shirt,7,76.57,535.99,9/1/2014 0:00,9:04:49,PM
201259,Koelpin PLC,AS-93055,Shirt,10,43.97,439.7,10/3/2014 0:00,5:04:10,PM
676847,Hamill-Hackett,VG-32047,Shirt,6,59,354,8/26/2014 0:00,2:03:17,AM
850140,Kunze Inc,GS-86623,Shoes,4,17.63,70.52,11/6/2013 0:00,3:35:14,PM
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,12,40.03,480.36,9/18/2014 0:00,2:54:50,AM
115138,Gorczany-Hahn,VG-32047,Shirt,1,61.73,61.73,12/19/2013 0:00,5:37:56,AM
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,9,38.76,348.84,11/18/2013 0:00,6:59:05,PM
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,15,35.73,535.95,7/29/2014 0:00,1:03:54,PM
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,7,80.19,561.33,5/22/2014 0:00,7:55:43,AM
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,12.35,172.9,2/28/2014 0:00,10:45:43,AM
98022,Heidenreich-Bosco,QN-82852,Belt,20,38.39,767.8,11/18/2013 0:00,10:22:57,PM
734922,Berge LLC,QN-82852,Belt,11,60.05,660.55,9/28/2014 0:00,12:19:39,PM
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,15,17.57,263.55,3/9/2014 0:00,9:17:26,PM
659366,Waelchi-Fahey,GS-86623,Shoes,9,43.69,393.21,3/12/2014 0:00,2:19:35,AM
676847,Hamill-Hackett,GS-86623,Shoes,18,69.13,1244.34,2/11/2014 0:00,11:45:29,PM
304860,Huel-Haag,QN-82852,Belt,3,94.18,282.54,9/9/2014 0:00,8:05:35,PM
524021,Hegmann and Sons,VG-32047,Shirt,17,80.42,1367.14,5/13/2014 0:00,3:46:45,AM
850140,Kunze Inc,AS-93055,Shirt,13,31.53,409.89,6/12/2014 0:00,12:09:39,PM
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,6,18.33,109.98,1/16/2014 0:00,1:38:16,AM
850140,Kunze Inc,KV-99194,Shirt,1,73.79,73.79,11/7/2013 0:00,7:52:06,PM
296809,Carroll PLC,LW-86841,Shoes,3,10.67,32.01,5/30/2014 0:00,9:32:51,PM
93356,Waters-Walker,GS-86623,Shoes,19,53.33,1013.27,5/31/2014 0:00,8:48:28,AM
296809,Carroll PLC,AS-93055,Shirt,18,55.23,994.14,12/2/2013 0:00,5:42:51,PM
296809,Carroll PLC,WJ-02096,Belt,7,77.91,545.37,10/17/2014 0:00,2:13:45,PM
995267,Cole-Eichmann,VG-32047,Shirt,20,28.81,576.2,3/19/2014 0:00,4:59:03,PM
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,16,31.86,509.76,9/4/2014 0:00,5:27:45,AM
296809,Carroll PLC,GS-86623,Shoes,8,28.32,226.56,10/1/2014 0:00,4:15:37,AM
659366,Waelchi-Fahey,GS-86623,Shoes,2,88.57,177.14,6/16/2014 0:00,2:35:22,AM
524021,Hegmann and Sons,VG-32047,Shirt,11,52.58,578.38,1/22/2014 0:00,8:06:36,AM
201259,Koelpin PLC,WJ-02096,Belt,14,20.87,292.18,2/9/2014 0:00,5:27:27,AM
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,54.95,384.65,12/31/2013 0:00,4:32:30,AM
734922,Berge LLC,AS-93055,Shirt,11,36.86,405.46,1/1/2014 0:00,8:13:10,AM
995267,Cole-Eichmann,KV-99194,Shirt,5,52.07,260.35,9/17/2014 0:00,6:06:34,AM
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,71.71,1362.49,12/29/2013 0:00,4:27:13,AM
750461,"Volkman, Goyette and Lemke",KV-99194,Shirt,3,71.09,213.27,11/16/2013 0:00,2:18:39,AM
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,7,60.04,420.28,12/14/2013 0:00,3:26:14,PM
711951,Kilback-Gerlach,KV-99194,Shirt,5,55.82,279.1,5/24/2014 0:00,5:01:20,AM
734922,Berge LLC,KV-99194,Shirt,16,24.13,386.08,12/20/2013 0:00,1:56:23,AM
93356,Waters-Walker,WJ-02096,Belt,20,62.39,1247.8,4/19/2014 0:00,4:00:54,PM
201259,Koelpin PLC,FK-71853,Shirt,2,83.01,166.02,1/5/2014 0:00,10:32:10,PM
555594,"Ernser, Cruickshank and Lind",GS-86623,Shoes,2,58.61,117.22,4/25/2014 0:00,6:15:52,PM
524021,Hegmann and Sons,LW-86841,Shoes,15,98.54,1478.1,9/4/2014 0:00,6:01:32,AM
659366,Waelchi-Fahey,WJ-02096,Belt,15,20.03,300.45,9/6/2014 0:00,9:47:38,AM
93356,Waters-Walker,VG-32047,Shirt,17,71.32,1212.44,9/16/2014 0:00,10:45:19,AM
711951,Kilback-Gerlach,VG-32047,Shirt,10,55.04,550.4,8/19/2014 0:00,5:39:10,PM
93356,Waters-Walker,QN-82852,Belt,19,95.37,1812.03,5/20/2014 0:00,9:39:21,AM
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,16,19.83,317.28,9/3/2014 0:00,12:10:24,PM
995267,Cole-Eichmann,WJ-02096,Belt,5,50.88,254.4,2/15/2014 0:00,3:16:45,AM
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,17,36.81,625.77,12/5/2013 0:00,11:10:45,PM
524021,Hegmann and Sons,VG-32047,Shirt,4,42.78,171.12,3/7/2014 0:00,4:28:42,AM
995267,Cole-Eichmann,VG-32047,Shirt,6,87.35,524.1,12/12/2013 0:00,9:41:39,PM
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,10,59.42,594.2,6/11/2014 0:00,12:10:16,PM
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,3,30.8,92.4,1/29/2014 0:00,11:47:43,AM
734922,Berge LLC,MJ-21460,Shoes,14,74.75,1046.5,2/6/2014 0:00,11:35:03,PM
201259,Koelpin PLC,LW-86841,Shoes,12,73.7,884.4,3/12/2014 0:00,1:27:20,AM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,10,36.3,363,4/14/2014 0:00,10:51:06,PM
93356,Waters-Walker,GS-86623,Shoes,10,75.72,757.2,1/31/2014 0:00,9:09:36,AM
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,14,73.07,1022.98,11/29/2013 0:00,6:17:10,PM
201259,Koelpin PLC,VG-32047,Shirt,19,76.09,1445.71,8/4/2014 0:00,4:24:32,AM
93356,Waters-Walker,VG-32047,Shirt,13,45.42,590.46,12/29/2013 0:00,9:47:14,PM
201259,Koelpin PLC,WJ-02096,Belt,10,65.97,659.7,3/19/2014 0:00,4:16:23,AM
201259,Koelpin PLC,WJ-02096,Belt,2,20.06,40.12,5/31/2014 0:00,2:07:45,AM
296809,Carroll PLC,GS-86623,Shoes,3,62.25,186.75,3/26/2014 0:00,12:33:22,AM
659366,Waelchi-Fahey,KV-99194,Shirt,6,86.2,517.2,11/14/2013 0:00,7:38:21,PM
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,23.97,335.58,12/1/2013 0:00,12:17:58,PM
115138,Gorczany-Hahn,QN-82852,Belt,10,10.06,100.6,3/8/2014 0:00,10:50:44,AM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,7,34.71,242.97,4/29/2014 0:00,4:10:38,AM
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,14,31.36,439.04,1/12/2014 0:00,4:01:32,PM
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,1,96.74,96.74,4/30/2014 0:00,4:25:44,PM
524021,Hegmann and Sons,QN-82852,Belt,1,93.93,93.93,3/18/2014 0:00,2:44:49,PM
676847,Hamill-Hackett,AS-93055,Shirt,9,58.32,524.88,12/16/2013 0:00,3:10:41,PM
296809,Carroll PLC,LL-46261,Shoes,8,58.48,467.84,5/31/2014 0:00,12:30:56,AM
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,6,68.7,412.2,12/7/2013 0:00,8:40:13,AM
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,65.73,262.92,6/4/2014 0:00,1:29:57,PM
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,8,60.4,483.2,12/26/2013 0:00,4:26:05,AM
93356,Waters-Walker,KV-99194,Shirt,20,49.97,999.4,4/28/2014 0:00,8:35:33,PM
711951,Kilback-Gerlach,KV-99194,Shirt,19,38.38,729.22,5/25/2014 0:00,9:18:43,AM
734922,Berge LLC,LW-86841,Shoes,11,72.2,794.2,11/13/2013 0:00,9:15:53,PM
659366,Waelchi-Fahey,KV-99194,Shirt,13,32.24,419.12,12/22/2013 0:00,5:25:56,AM
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,8,95.39,763.12,1/12/2014 0:00,12:59:09,AM
659366,Waelchi-Fahey,WJ-02096,Belt,5,73.03,365.15,1/23/2014 0:00,12:48:34,PM
296809,Carroll PLC,VG-32047,Shirt,11,33.31,366.41,7/29/2014 0:00,3:09:19,PM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,65.52,196.56,4/2/2014 0:00,10:23:07,PM
304860,Huel-Haag,GS-86623,Shoes,5,45.24,226.2,12/12/2013 0:00,3:58:09,AM
304860,Huel-Haag,FK-71853,Shirt,20,81.79,1635.8,9/23/2014 0:00,4:52:44,AM
524021,Hegmann and Sons,AS-93055,Shirt,7,91.68,641.76,11/10/2013 0:00,2:15:25,PM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,16,68.37,1093.92,1/25/2014 0:00,5:14:26,PM
296809,Carroll PLC,GS-86623,Shoes,20,66.43,1328.6,12/30/2013 0:00,9:47:58,AM
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,3,97.08,291.24,1/28/2014 0:00,10:18:57,AM
659366,Waelchi-Fahey,LW-86841,Shoes,11,99.58,1095.38,8/16/2014 0:00,12:51:50,PM
850140,Kunze Inc,FK-71853,Shirt,6,63.84,383.04,1/6/2014 0:00,5:32:46,PM
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,75.07,825.77,6/23/2014 0:00,10:07:37,PM
734922,Berge LLC,FK-71853,Shirt,6,17.54,105.24,8/19/2014 0:00,4:51:46,AM
115138,Gorczany-Hahn,KV-99194,Shirt,19,71.61,1360.59,6/11/2014 0:00,12:52:36,PM
995267,Cole-Eichmann,QN-82852,Belt,17,92.49,1572.33,12/30/2013 0:00,8:52:54,AM
995267,Cole-Eichmann,LW-86841,Shoes,1,40.04,40.04,5/4/2014 0:00,8:13:07,AM
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,6,92.02,552.12,6/20/2014 0:00,11:33:17,PM
93356,Waters-Walker,KV-99194,Shirt,12,66.41,796.92,4/2/2014 0:00,12:13:13,AM
995267,Cole-Eichmann,GS-86623,Shoes,13,53.32,693.16,11/9/2013 0:00,1:35:47,AM
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,7,48.69,340.83,7/29/2014 0:00,6:34:42,PM
734922,Berge LLC,WJ-02096,Belt,18,75.81,1364.58,12/8/2013 0:00,8:54:42,AM
995267,Cole-Eichmann,MJ-21460,Shoes,4,89.88,359.52,6/28/2014 0:00,9:15:38,AM
524021,Hegmann and Sons,LW-86841,Shoes,10,73.73,737.3,10/8/2014 0:00,8:26:26,PM
296809,Carroll PLC,AS-93055,Shirt,19,67.1,1274.9,6/20/2014 0:00,4:14:34,PM
659366,Waelchi-Fahey,WJ-02096,Belt,17,62.47,1061.99,6/16/2014 0:00,2:44:12,PM
758133,"Kihn, McClure and Denesik",QN-82852,Belt,12,29.83,357.96,1/27/2014 0:00,7:20:04,AM
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,24.57,442.26,4/3/2014 0:00,1:47:21,PM
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,1,27.41,27.41,8/10/2014 0:00,9:23:09,PM
98022,Heidenreich-Bosco,GS-86623,Shoes,9,92.9,836.1,5/16/2014 0:00,7:08:48,AM
93356,Waters-Walker,AS-93055,Shirt,9,95.16,856.44,12/3/2013 0:00,7:38:11,AM
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,7,77.52,542.64,8/26/2014 0:00,6:28:56,PM
711951,Kilback-Gerlach,MJ-21460,Shoes,14,40.64,568.96,10/21/2014 0:00,3:55:43,PM
995267,Cole-Eichmann,GS-86623,Shoes,5,54.09,270.45,10/19/2014 0:00,9:08:59,PM
115138,Gorczany-Hahn,FK-71853,Shirt,17,62.6,1064.2,12/15/2013 0:00,6:40:06,PM
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,18,93.91,1690.38,8/11/2014 0:00,6:42:50,PM
711951,Kilback-Gerlach,LW-86841,Shoes,11,29.2,321.2,12/26/2013 0:00,4:44:50,AM
304860,Huel-Haag,AS-93055,Shirt,9,23.99,215.91,8/4/2014 0:00,9:20:38,AM
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,16,92.41,1478.56,5/25/2014 0:00,3:09:33,PM
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,2,17.89,35.78,8/30/2014 0:00,3:52:20,PM
676847,Hamill-Hackett,LL-46261,Shoes,19,47.71,906.49,12/16/2013 0:00,12:12:31,AM
850140,Kunze Inc,WJ-02096,Belt,9,76.78,691.02,12/29/2013 0:00,1:08:35,AM
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,18,76.54,1377.72,1/21/2014 0:00,2:04:48,AM
304860,Huel-Haag,AS-93055,Shirt,5,63.59,317.95,2/8/2014 0:00,8:17:34,PM
995267,Cole-Eichmann,LL-46261,Shoes,20,53.25,1065,12/10/2013 0:00,12:10:01,PM
201259,Koelpin PLC,LL-46261,Shoes,7,91.2,638.4,2/28/2014 0:00,6:14:54,PM
296809,Carroll PLC,LW-86841,Shoes,8,95.17,761.36,7/18/2014 0:00,9:26:00,AM
524021,Hegmann and Sons,WJ-02096,Belt,11,54.79,602.69,5/20/2014 0:00,2:10:47,PM
201259,Koelpin PLC,LL-46261,Shoes,3,62.68,188.04,1/14/2014 0:00,11:34:45,PM
676847,Hamill-Hackett,GS-86623,Shoes,10,72.15,721.5,4/7/2014 0:00,9:45:23,AM
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,1,78.93,78.93,2/24/2014 0:00,12:46:07,AM
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,20,37.75,755,12/24/2013 0:00,8:34:32,AM
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,6,41.95,251.7,12/9/2013 0:00,11:19:11,PM
676847,Hamill-Hackett,LW-86841,Shoes,11,91.04,1001.44,5/30/2014 0:00,4:37:34,AM
201259,Koelpin PLC,MJ-21460,Shoes,18,29.75,535.5,10/10/2014 0:00,12:44:46,PM
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,4,46.09,184.36,7/23/2014 0:00,9:02:37,AM
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,17,94.19,1601.23,1/17/2014 0:00,12:05:59,PM
524021,Hegmann and Sons,AS-93055,Shirt,9,76.23,686.07,3/22/2014 0:00,11:25:47,AM
296809,Carroll PLC,LL-46261,Shoes,12,39.49,473.88,5/22/2014 0:00,5:50:01,PM
734922,Berge LLC,KV-99194,Shirt,6,88.31,529.86,12/23/2013 0:00,4:08:03,PM
734922,Berge LLC,VG-32047,Shirt,11,58.29,641.19,4/23/2014 0:00,9:49:39,AM
850140,Kunze Inc,KV-99194,Shirt,17,80.5,1368.5,8/21/2014 0:00,3:51:34,PM
659366,Waelchi-Fahey,VG-32047,Shirt,4,40.8,163.2,4/26/2014 0:00,11:38:33,PM
524021,Hegmann and Sons,AS-93055,Shirt,7,73.69,515.83,9/11/2014 0:00,2:00:52,AM
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,3,63.58,190.74,4/20/2014 0:00,8:45:20,PM
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,1,65.61,65.61,10/30/2013 0:00,9:34:40,AM
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,13,72.07,936.91,2/22/2014 0:00,1:36:56,PM
524021,Hegmann and Sons,MJ-21460,Shoes,14,36.6,512.4,7/1/2014 0:00,10:27:00,PM
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,14,38.93,545.02,12/23/2013 0:00,2:57:03,PM
734922,Berge LLC,FK-71853,Shirt,7,51.72,362.04,12/7/2013 0:00,9:43:31,AM
304860,Huel-Haag,FK-71853,Shirt,14,51.11,715.54,12/18/2013 0:00,6:44:56,AM
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,93.9,375.6,11/16/2013 0:00,8:42:24,AM
995267,Cole-Eichmann,LW-86841,Shoes,15,17.68,265.2,11/4/2013 0:00,8:12:32,PM
850140,Kunze Inc,FK-71853,Shirt,11,85.24,937.64,7/15/2014 0:00,7:12:33,PM
995267,Cole-Eichmann,QN-82852,Belt,2,53.38,106.76,9/12/2014 0:00,9:29:52,AM
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,12,39.64,475.68,10/15/2014 0:00,1:53:52,AM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,6,83.6,501.6,11/27/2013 0:00,9:04:11,PM
304860,Huel-Haag,FK-71853,Shirt,8,74.64,597.12,3/6/2014 0:00,3:36:31,AM
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,13.67,246.06,5/11/2014 0:00,8:21:19,PM
850140,Kunze Inc,LL-46261,Shoes,11,72.69,799.59,10/23/2013 0:00,3:54:16,PM
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,7,23.04,161.28,9/1/2014 0:00,1:15:01,AM
676847,Hamill-Hackett,AS-93055,Shirt,3,50.86,152.58,10/4/2014 0:00,11:43:05,PM
676847,Hamill-Hackett,MJ-21460,Shoes,6,17.46,104.76,5/22/2014 0:00,6:36:25,AM
93356,Waters-Walker,QN-82852,Belt,11,44.93,494.23,6/19/2014 0:00,4:21:18,AM
850140,Kunze Inc,LW-86841,Shoes,18,44.87,807.66,7/12/2014 0:00,6:59:33,PM
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,6,54.49,326.94,4/14/2014 0:00,11:01:03,AM
995267,Cole-Eichmann,VG-32047,Shirt,9,41.58,374.22,6/21/2014 0:00,9:58:56,PM
850140,Kunze Inc,LL-46261,Shoes,8,80.6,644.8,12/5/2013 0:00,8:18:00,PM
524021,Hegmann and Sons,MJ-21460,Shoes,19,67.55,1283.45,6/21/2014 0:00,8:12:03,PM
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,5,16.32,81.6,11/17/2013 0:00,8:52:44,AM
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,15,21.39,320.85,12/7/2013 0:00,12:59:30,PM
995267,Cole-Eichmann,QN-82852,Belt,19,99.9,1898.1,4/23/2014 0:00,10:30:58,PM
